,subnum,trial,level,response,correctanswer,age.yrs,correct,rt1,coder,male,g.present,size,size.codable,rt2,base.threshold,motor.threshold,spatial.threshold,motor.effect,spatial.effect,difficulty,movesmin,movesmax,verbalizing,max.diff,min.diff,movestype,prop.moves,movestype.01,year,answered,timeout,difficulty.course,problem1,problem2,problem3,problem4,problem5,problem6,problem7,problem8,problem9,problem10,problem11,problem12,moves
641,1225,49,9,-1,488,12.40273973,0,10,LT,1,1,4,1,10,5.966101695,5.389830508,5.075,-0.096590909,-0.149360795,3.033898305,,,,,,,,,y2011,0,1,Threshold and Above,23,90,79,37,83,75,62,39,0,0,0,0,29
642,1225,50,9,-1,414,12.40273973,0,10,LT,1,1,4,1,10,5.966101695,5.389830508,5.075,-0.096590909,-0.149360795,3.033898305,,,,,,,,,y2011,0,1,Threshold and Above,36,34,55,46,65,51,81,46,0,0,0,0,31
643,1225,51,9,-1,390,12.40273973,0,10,LT,1,1,4,1,10,5.966101695,5.389830508,5.075,-0.096590909,-0.149360795,3.033898305,,,,,,,,,y2011,0,1,Threshold and Above,59,19,61,58,84,50,44,15,0,0,0,0,27
644,1225,52,8,-1,402,12.40273973,0,10,LT,1,1,4,1,10,5.966101695,5.389830508,5.075,-0.096590909,-0.149360795,2.033898305,,,,,,,,,y2011,0,1,Threshold and Above,76,80,29,12,38,83,84,0,0,0,0,0,26
645,1225,53,8,-1,471,12.40273973,0,10,LT,1,1,4,1,10,5.966101695,5.389830508,5.075,-0.096590909,-0.149360795,2.033898305,,,,,,,,,y2011,0,1,Threshold and Above,67,96,94,11,65,48,90,0,0,0,0,0,26
646,1225,54,8,333,333,12.40273973,1,7.88,HF,1,1,3,1,,5.966101695,5.389830508,5.075,-0.096590909,-0.149360795,2.033898305,22,29,0,0,-7,same,1,no,y2011,1,0,Threshold and Above,50,77,26,65,13,64,38,0,0,0,0,0,29
647,1225,56,7,340,340,12.40273973,1,7.32,HF,1,1,4,1,,5.966101695,5.389830508,5.075,-0.096590909,-0.149360795,1.033898305,11,24,0,0,-13,same,1,no,y2011,1,0,Threshold and Above,46,44,45,95,22,88,0,0,0,0,0,0,24
648,1225,57,7,312,312,12.40273973,1,7.65,HF,1,1,4,1,,5.966101695,5.389830508,5.075,-0.096590909,-0.149360795,1.033898305,16,21,0,2,-3,same,1.105263158,no,y2011,1,0,Threshold and Above,34,77,34,62,45,60,0,0,0,0,0,0,19
649,1226,1,1,34,34,12.34246575,1,4.93,AS,1,0,,1,9.36,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-6.86440678,,,,,,,,,y2011,1,0,Below Threshold,5,29,0,0,0,0,0,0,0,0,0,0,5
650,1226,2,1,87,87,12.34246575,1,2.34,LT,1,1,2,1,4.13,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-6.86440678,3,4,0,0,-1,same,1,no,y2011,1,0,Below Threshold,7,80,0,0,0,0,0,0,0,0,0,0,4
651,1226,3,1,61,61,12.34246575,1,2.26,LT,1,1,2,1,4.46,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-6.86440678,6,8,0,3,1,extra,1.6,no,y2011,1,0,Below Threshold,5,56,0,0,0,0,0,0,0,0,0,0,5
652,1226,4,2,50,50,12.34246575,1,2.93,LT,1,1,2,1,5.72,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-5.86440678,3,5,0,-1,-3,skip,0.833333333,skip,y2011,1,0,Below Threshold,15,35,0,0,0,0,0,0,0,0,0,0,6
653,1226,5,2,31,31,12.34246575,1,3.66,LT,1,1,1,1,5.91,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-5.86440678,,,,,,,,,y2011,1,0,Below Threshold,15,16,0,0,0,0,0,0,0,0,0,0,6
654,1226,6,2,79,79,12.34246575,1,2.95,LT,1,1,1,1,4.49,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-5.86440678,2,5,0,0,-3,same,1,no,y2011,1,0,Below Threshold,56,23,0,0,0,0,0,0,0,0,0,0,5
655,1226,8,3,70,70,12.34246575,1,3.55,LT,1,1,1,1,5.39,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-4.86440678,7,12,0,6,1,extra,2,no,y2011,1,0,Below Threshold,42,28,0,0,0,0,0,0,0,0,0,0,6
656,1226,9,3,127,127,12.34246575,1,4.33,LT,1,1,2,1,6.86,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-4.86440678,,,,,,,,,y2011,1,0,Below Threshold,48,79,0,0,0,0,0,0,0,0,0,0,7
657,1226,10,4,178,178,12.34246575,1,3.5,AS,1,1,1,1,5.77,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-3.86440678,,,,,,,,,y2011,1,0,Below Threshold,97,43,38,0,0,0,0,0,0,0,0,0,14
658,1226,11,4,204,204,12.34246575,1,3.5,AS,1,1,1,1,7.24,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-3.86440678,4,8,0,-3,-7,skip,0.727272727,skip,y2011,1,0,Below Threshold,66,55,83,0,0,0,0,0,0,0,0,0,11
659,1226,12,4,222,222,12.34246575,1,7.89,AS,1,1,2,1,9.49,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-3.86440678,,,,,,,,,y2011,1,0,Below Threshold,93,83,46,0,0,0,0,0,0,0,0,0,13
660,1226,13,5,229,229,12.34246575,1,3.31,AS,1,1,2,1,5.21,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-2.86440678,6,10,0,-4,-8,skip,0.714285714,skip,y2011,1,0,Below Threshold,57,70,16,86,0,0,0,0,0,0,0,0,14
661,1226,14,5,-1,109,12.34246575,0,10,AS,1,1,2,1,10,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-2.86440678,9,12,0,0,-3,same,1,no,y2011,0,1,Below Threshold,29,38,22,20,0,0,0,0,0,0,0,0,12
662,1226,15,5,150,150,12.34246575,1,4.17,AS,1,1,3,1,6.55,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-2.86440678,6,9,0,-5,-8,skip,0.642857143,skip,y2011,1,0,Below Threshold,12,62,48,28,0,0,0,0,0,0,0,0,14
663,1226,16,6,324,324,12.34246575,1,4.3,HF,1,1,3,1,,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,-1.86440678,13,16,0,-4,-7,skip,0.8,skip,y2011,1,0,Below Threshold,97,97,15,23,92,0,0,0,0,0,0,0,20
664,1226,44,11,-1,641,12.34246575,0,10,LT,1,1,4,0,10,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,3.13559322,,,,,,,,,y2011,0,1,Threshold and Above,82,77,44,44,87,39,97,43,82,46,0,0,44
665,1226,45,11,630,630,12.34246575,1,7.97,LT,1,1,4,0,9.79,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,3.13559322,,,,,,,,,y2011,1,0,Threshold and Above,14,56,92,60,16,86,87,76,51,92,0,0,36
666,1226,46,10,480,480,12.34246575,1,7.51,LT,1,1,4,0,8.89,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,2.13559322,,,,,,,,,y2011,1,0,Threshold and Above,26,23,17,59,22,91,97,89,56,0,0,0,30
667,1226,47,10,333,333,12.34246575,1,6.6,LT,1,1,4,0,7.54,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,2.13559322,,,,,,,,,y2011,1,0,Threshold and Above,87,57,35,23,12,38,41,16,24,0,0,0,35
668,1226,48,10,523,523,12.34246575,1,8,LT,1,1,4,0,8.99,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,2.13559322,,,,,,,,,y2011,1,0,Threshold and Above,54,59,69,62,38,39,49,98,55,0,0,0,36
669,1226,50,11,662,682,12.34246575,0,8.22,CK,1,1,4,0,,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,3.13559322,,,0,,,,,,y2011,1,0,Threshold and Above,55,76,77,63,90,86,12,42,91,90,0,0,39
670,1226,51,11,-1,457,12.34246575,0,10,CK,1,1,4,0,,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,3.13559322,,,0,,,,,,y2011,0,1,Threshold and Above,36,46,96,20,64,37,45,65,25,23,0,0,36
671,1226,53,10,408,408,12.34246575,1,7.14,CK,1,1,4,0,,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,2.13559322,,,0,,,,,,y2011,1,0,Threshold and Above,33,47,65,42,25,14,72,17,93,0,0,0,32
672,1226,54,10,412,412,12.34246575,1,7.62,CK,1,1,4,0,,7.86440678,5.223880597,4.673469388,-0.335756562,-0.405744194,2.13559322,,,0,,,,,,y2011,1,0,Threshold and Above,78,54,32,22,52,26,24,53,71,0,0,0,34
673,1227,1,1,48,44,12.95342466,0,3.59,RESOLVED,1,0,,0,7.07,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-7.4,,,,,,,,,y2011,1,0,Below Threshold,24,20,0,0,0,0,0,0,0,0,0,0,3
674,1227,2,1,91,91,12.95342466,1,3.35,RESOLVED,1,1,1,1,4.35,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-7.4,,,,,,,,,y2011,1,0,Below Threshold,30,61,0,0,0,0,0,0,0,0,0,0,4
675,1227,3,1,42,42,12.95342466,1,7.33,RESOLVED,1,1,1,1,7.89,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-7.4,,,,,,,,,y2011,1,0,Below Threshold,21,21,0,0,0,0,0,0,0,0,0,0,4
676,1227,4,2,65,65,12.95342466,1,2.08,RESOLVED,1,1,1,1,3.05,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-6.4,,,,,,,,,y2011,1,0,Below Threshold,63,2,0,0,0,0,0,0,0,0,0,0,5
677,1227,5,2,-1,40,12.95342466,0,10,RESOLVED,1,1,1,1,10,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-6.4,,,,,,,,,y2011,0,1,Below Threshold,12,28,0,0,0,0,0,0,0,0,0,0,5
678,1227,6,2,62,62,12.95342466,1,2.58,RESOLVED,1,1,1,1,3.5,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-6.4,6,8,0,3,1,extra,1.6,no,y2011,1,0,Below Threshold,21,41,0,0,0,0,0,0,0,0,0,0,5
679,1227,7,3,111,111,12.95342466,1,2.52,RESOLVED,1,1,1,1,3.51,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-5.4,5,7,0,0,-2,same,1,no,y2011,1,0,Below Threshold,25,86,0,0,0,0,0,0,0,0,0,0,7
680,1227,8,3,116,116,12.95342466,1,2.66,RESOLVED,1,1,2,1,3.83,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-5.4,,,,,,,,,y2011,1,0,Below Threshold,32,84,0,0,0,0,0,0,0,0,0,0,6
681,1227,9,3,53,53,12.95342466,1,2.14,RESOLVED,1,1,2,1,3.25,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-5.4,5,6,0,0,-1,same,1,no,y2011,1,0,Below Threshold,48,5,0,0,0,0,0,0,0,0,0,0,6
682,1227,10,4,115,115,12.95342466,1,2.89,RESOLVED,1,1,2,1,4.25,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-4.4,,,,,,,,,y2011,1,0,Below Threshold,36,49,30,0,0,0,0,0,0,0,0,0,10
683,1227,11,4,222,222,12.95342466,1,3.64,RESOLVED,1,1,2,1,4.89,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-4.4,5,8,0,-4,-7,skip,0.666666667,skip,y2011,1,0,Below Threshold,89,81,52,0,0,0,0,0,0,0,0,0,12
684,1227,12,4,199,199,12.95342466,1,4.09,RESOLVED,1,1,2,1,5.2,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-4.4,,,,,,,,,y2011,1,0,Below Threshold,57,69,73,0,0,0,0,0,0,0,0,0,11
685,1227,13,5,247,247,12.95342466,1,4.44,RESOLVED,1,1,2,1,6.88,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-3.4,11,15,0,0,-4,same,1,no,y2011,1,0,Below Threshold,99,92,30,26,0,0,0,0,0,0,0,0,15
686,1227,14,5,190,190,12.95342466,1,4.17,AS,1,1,2,1,5.75,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-3.4,,,,,,,,,y2011,1,0,Below Threshold,49,14,39,88,0,0,0,0,0,0,0,0,17
687,1227,15,5,229,229,12.95342466,1,4.37,AS,1,1,2,1,5.48,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-3.4,,,,,,,,,y2011,1,0,Below Threshold,63,92,25,49,0,0,0,0,0,0,0,0,15
688,1227,16,6,344,344,12.95342466,1,5.23,AS,1,1,2,1,6.12,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-2.4,,,,,,,,,y2011,1,0,Below Threshold,89,98,13,74,70,0,0,0,0,0,0,0,20
689,1227,17,6,288,288,12.95342466,1,4.99,AS,1,1,2,1,6.52,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-2.4,,,,,,,,,y2011,1,0,Below Threshold,57,68,25,62,76,0,0,0,0,0,0,0,20
690,1227,18,6,179,179,12.95342466,1,4.73,AS,1,1,2,1,6.71,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-2.4,,,,,,,,,y2011,1,0,Below Threshold,24,57,39,37,22,0,0,0,0,0,0,0,16
691,1227,19,7,248,248,12.95342466,1,5.25,AS,1,1,2,1,6.25,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-1.4,,,,,,,,,y2011,1,0,Below Threshold,11,30,52,36,74,45,0,0,0,0,0,0,19
692,1227,20,7,262,262,12.95342466,1,5.6,AS,1,1,2,1,7.04,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,-1.4,,,,,,,,,y2011,1,0,Below Threshold,55,49,48,34,39,37,0,0,0,0,0,0,25
693,1227,48,12,-1,544,12.95342466,0,10,LT,1,1,2,1,10,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,3.6,,,,,,,,,y2011,0,1,Threshold and Above,94,92,42,42,46,50,45,29,45,45,14,0,41
694,1227,49,11,512,512,12.95342466,1,7.73,LT,1,1,2,1,8.83,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,2.6,,,,,,,,,y2011,1,0,Threshold and Above,52,28,94,61,65,19,67,71,36,19,0,0,39
695,1227,50,11,574,674,12.95342466,0,7.81,LT,1,1,2,1,9.12,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,2.6,,,,,,,,,y2011,1,0,Threshold and Above,25,14,95,53,95,72,96,46,98,80,0,0,35
696,1227,51,11,586,586,12.95342466,1,8.93,LT,1,1,2,1,10.01,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,2.6,,,,,,,,,y2011,1,0,Threshold and Above,55,32,64,64,69,15,75,84,69,59,0,0,40
697,1227,52,12,-1,652,12.95342466,0,10,LT,1,1,2,1,10,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,3.6,,,,,,,,,y2011,0,1,Threshold and Above,66,12,98,29,72,63,72,29,44,81,86,0,45
698,1227,53,12,-1,449,12.95342466,0,10,MH,1,1,2,1,,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,3.6,7,22,0,-10,-25,skip,0.6875,skip,y2011,0,1,Threshold and Above,24,50,52,50,51,41,27,28,17,63,46,0,32
699,1227,54,12,553,553,12.95342466,1,7.71,MH,1,1,2,1,,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,3.6,8,19,0,-17,-28,skip,0.527777778,skip,y2011,1,0,Threshold and Above,34,78,64,41,81,85,21,25,14,30,80,0,36
700,1227,55,11,488,488,12.95342466,1,8.27,MH,1,1,2,1,,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,2.6,11,24,0,-20,-33,skip,0.545454545,skip,y2011,1,0,Threshold and Above,26,68,29,33,48,96,27,62,34,65,0,0,44
701,1227,56,11,443,443,12.95342466,1,7.66,MH,1,1,2,1,,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,2.6,9,21,0,-17,-29,skip,0.552631579,skip,y2011,1,0,Threshold and Above,42,41,24,43,64,65,84,27,25,28,0,0,38
702,1227,57,11,552,554,12.95342466,0,7.28,MH,1,1,2,1,,8.4,4.926470588,5.217391304,-0.413515406,-0.378881988,2.6,8,23,0,-14,-29,skip,0.621621622,skip,y2011,1,0,Threshold and Above,62,35,70,21,52,28,39,98,69,80,0,0,37
703,1229,1,1,107,97,13.04383562,0,3.62,LT,1,0,,1,8.86,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-4.952380952,,,0,,,,,,y2011,1,0,Below Threshold,32,65,0,0,0,0,0,0,0,0,0,0,5
704,1229,2,1,44,44,13.04383562,1,1.87,LT,1,0,,1,4.6,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-4.952380952,,,0,,,,,,y2011,1,0,Below Threshold,30,14,0,0,0,0,0,0,0,0,0,0,3
705,1229,3,1,27,27,13.04383562,1,1.46,LT,1,0,,1,2.76,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-4.952380952,,,0,,,,,,y2011,1,0,Below Threshold,20,7,0,0,0,0,0,0,0,0,0,0,3
706,1229,4,2,76,76,13.04383562,1,1.86,LT,1,0,,1,2.99,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-3.952380952,,,,,,,,,y2011,1,0,Below Threshold,74,2,0,0,0,0,0,0,0,0,0,0,5
707,1229,5,2,93,93,13.04383562,1,1.87,LT,1,0,,1,2.88,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-3.952380952,,,0,,,,,,y2011,1,0,Below Threshold,73,20,0,0,0,0,0,0,0,0,0,0,4
708,1229,6,2,61,61,13.04383562,1,1.7,LT,1,0,,1,2.93,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-3.952380952,,,0,,,,,,y2011,1,0,Below Threshold,57,4,0,0,0,0,0,0,0,0,0,0,6
709,1229,7,3,100,100,13.04383562,1,3.16,LT,1,1,1,1,4.97,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-2.952380952,,,0,,,,,,y2011,1,0,Below Threshold,44,56,0,0,0,0,0,0,0,0,0,0,7
710,1229,8,3,162,152,13.04383562,0,6.19,AS,1,0,,1,8.77,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-2.952380952,,,,,,,,,y2011,1,0,Below Threshold,59,93,0,0,0,0,0,0,0,0,0,0,10
711,1229,9,3,146,146,13.04383562,1,3.41,AS,1,0,,1,5.47,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-2.952380952,,,,,,,,,y2011,1,0,Below Threshold,89,57,0,0,0,0,0,0,0,0,0,0,8
712,1229,10,4,219,219,13.04383562,1,7.86,AS,1,1,1,1,9.8,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-1.952380952,,,,,,,,,y2011,1,0,Below Threshold,76,96,47,0,0,0,0,0,0,0,0,0,14
713,1229,11,4,215,215,13.04383562,1,5.19,AS,1,1,1,1,8.14,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-1.952380952,,,,,,,,,y2011,1,0,Below Threshold,79,42,94,0,0,0,0,0,0,0,0,0,14
714,1229,12,4,190,190,13.04383562,1,5.92,AS,1,1,1,1,8.29,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-1.952380952,,,,,,,,,y2011,1,0,Below Threshold,98,57,35,0,0,0,0,0,0,0,0,0,12
715,1229,13,5,169,169,13.04383562,1,5.6,AS,1,1,2,1,6.98,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,-0.952380952,,,,,,,,,y2011,1,0,Below Threshold,56,30,16,67,0,0,0,0,0,0,0,0,14
716,1229,45,7,293,273,13.04383562,0,5.9,LT,1,1,3,0,6.9,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,1.047619048,,,,,,,,,y2011,1,0,Threshold and Above,46,24,66,16,80,41,0,0,0,0,0,0,24
717,1229,46,6,252,212,13.04383562,0,5.9,LT,1,1,3,1,6.99,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,0.047619048,,,,,,,,,y2011,1,0,Threshold and Above,33,75,75,17,12,0,0,0,0,0,0,0,16
718,1229,47,6,232,232,13.04383562,1,7.7,LT,1,1,3,0,8.48,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,0.047619048,,,,,,,,,y2011,1,0,Threshold and Above,17,63,84,51,17,0,0,0,0,0,0,0,19
719,1229,48,6,292,292,13.04383562,1,4.4,LT,1,1,4,0,5.48,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,0.047619048,,,,,,,,,y2011,1,0,Threshold and Above,71,91,22,87,21,0,0,0,0,0,0,0,14
720,1229,49,7,410,410,13.04383562,1,5.6,LT,1,1,4,0,7.06,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,1.047619048,,,,,,,,,y2011,1,0,Threshold and Above,84,86,52,48,89,51,0,0,0,0,0,0,23
721,1229,50,7,345,346,13.04383562,0,6.66,LT,1,1,4,0,8.33,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,1.047619048,,,,,,,,,y2011,1,0,Threshold and Above,62,73,23,14,77,97,0,0,0,0,0,0,24
722,1229,51,7,279,279,13.04383562,1,5.35,MH,1,1,3,0,,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,1.047619048,,,0,,,,,,y2011,1,0,Threshold and Above,39,99,33,14,38,56,0,0,0,0,0,0,24
723,1229,52,8,264,264,13.04383562,1,6.72,MH,1,1,3,0,,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,2.047619048,,,0,,,,,,y2011,1,0,Threshold and Above,63,54,31,16,15,14,71,0,0,0,0,0,23
724,1229,53,8,331,331,13.04383562,1,5.43,MH,1,1,4,0,,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,2.047619048,,,0,,,,,,y2011,1,0,Threshold and Above,46,11,70,18,80,51,55,0,0,0,0,0,20
725,1229,54,8,382,382,13.04383562,1,8.59,MH,1,1,4,0,,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,2.047619048,,,0,,,,,,y2011,1,0,Threshold and Above,21,78,53,57,42,72,59,0,0,0,0,0,28
726,1229,55,9,-1,475,13.04383562,0,10,MH,1,1,4,0,,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,3.047619048,,,0,,,,,,y2011,0,1,Threshold and Above,86,45,65,30,61,28,80,80,0,0,0,0,27
727,1229,56,9,-1,537,13.04383562,0,10,MH,1,1,4,0,,5.952380952,5.217391304,4.340425532,-0.123478261,-0.270808511,3.047619048,,,0,,,,,,y2011,0,1,Threshold and Above,95,44,46,60,84,19,94,95,0,0,0,0,29
728,1230,1,1,91,91,11.44383562,1,3.5,AS,1,1,2,1,7.58,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-1.771428571,,,,,,,,,y2011,1,0,Below Threshold,30,61,0,0,0,0,0,0,0,0,0,0,4
729,1230,2,1,99,99,11.44383562,1,3.62,AS,1,1,2,0,5.11,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-1.771428571,,,,,,,,,y2011,1,0,Below Threshold,2,97,0,0,0,0,0,0,0,0,0,0,5
730,1230,3,1,25,25,11.44383562,1,2.4,AS,1,1,2,0,3.13,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-1.771428571,,,,,,,,,y2011,1,0,Below Threshold,4,21,0,0,0,0,0,0,0,0,0,0,4
731,1230,4,2,78,78,11.44383562,1,3.3,AS,1,1,2,0,5.94,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-0.771428571,,,,,,,,,y2011,1,0,Below Threshold,37,41,0,0,0,0,0,0,0,0,0,0,6
732,1230,5,2,19,19,11.44383562,1,2.87,AS,1,1,2,0,3.77,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-0.771428571,,,,,,,,,y2011,1,0,Below Threshold,18,1,0,0,0,0,0,0,0,0,0,0,4
733,1230,6,2,93,93,11.44383562,1,2.81,LT,1,1,2,0,3.9,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-0.771428571,2,4,m,0,-2,same,1,no,y2011,1,0,Below Threshold,73,20,0,0,0,0,0,0,0,0,0,0,4
734,1230,7,3,116,116,11.44383562,1,4.91,LT,1,1,2,0,6.25,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,0.228571429,4,8,n,2,-2,same,1.333333333,no,y2011,1,0,Threshold and Above,32,84,0,0,0,0,0,0,0,0,0,0,6
735,1230,8,3,128,128,11.44383562,1,4.25,LT,1,1,2,0,6.12,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,0.228571429,,,,,,,,,y2011,1,0,Threshold and Above,48,80,0,0,0,0,0,0,0,0,0,0,5
736,1230,9,3,127,127,11.44383562,1,4.35,LT,1,1,2,0,5.36,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,0.228571429,3,7,n,0,-4,same,1,no,y2011,1,0,Threshold and Above,48,79,0,0,0,0,0,0,0,0,0,0,7
737,1230,10,4,134,164,11.44383562,0,7.04,LT,1,1,2,0,8.32,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,1.228571429,,,,,,,,,y2011,1,0,Threshold and Above,94,22,48,0,0,0,0,0,0,0,0,0,13
738,1230,11,4,-1,116,11.44383562,0,10,LT,1,1,3,0,10,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,1.228571429,12,23,m,11,0,same,1.916666667,no,y2011,0,1,Threshold and Above,38,52,26,0,0,0,0,0,0,0,0,0,12
739,1230,12,4,166,156,11.44383562,0,6.47,LT,1,1,3,0,9.76,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,1.228571429,,,,,,,,,y2011,1,0,Threshold and Above,44,17,95,0,0,0,0,0,0,0,0,0,9
740,1230,13,3,112,111,11.44383562,0,2.21,AS,1,1,2,0,9.66,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,0.228571429,3,6,y,-1,-4,skip,0.857142857,skip,y2011,1,0,Threshold and Above,36,75,0,0,0,0,0,0,0,0,0,0,7
741,1230,14,3,-1,114,11.44383562,0,10,AS,1,1,2,1,10,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,0.228571429,7,15,y,7,-1,same,1.875,no,y2011,0,1,Threshold and Above,46,68,0,0,0,0,0,0,0,0,0,0,8
742,1230,15,3,151,151,11.44383562,1,3.12,AS,1,1,2,1,4.92,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,0.228571429,6,9,y,0,-3,same,1,no,y2011,1,0,Threshold and Above,55,96,0,0,0,0,0,0,0,0,0,0,9
743,1230,16,2,-1,31,11.44383562,0,10,AS,1,1,2,0,10,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-0.771428571,,,n,,,,,,y2011,0,1,Below Threshold,15,16,0,0,0,0,0,0,0,0,0,0,6
744,1230,17,2,41,40,11.44383562,0,2.74,AS,1,1,2,0,3.28,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-0.771428571,4,6,m,1,-1,same,1.2,no,y2011,1,0,Below Threshold,12,28,0,0,0,0,0,0,0,0,0,0,5
745,1230,18,2,78,78,11.44383562,1,2.93,AS,1,1,2,1,6.44,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,-0.771428571,4,7,n,2,-1,same,1.4,no,y2011,1,0,Below Threshold,65,13,0,0,0,0,0,0,0,0,0,0,5
746,1230,55,3,144,111,11.44383562,0,5.08,LT,1,1,1,1,8.12,2.771428571,2.890410959,2.5,0.042931789,-0.097938144,0.228571429,,,,,,,,,y2011,1,0,Threshold and Above,36,75,0,0,0,0,0,0,0,0,0,0,7
